restaurant_name,area,parking_id,hour,day_of_week,is_weekend,occupied_slots,total_slots,occupancy_rate,is_peak_hour
Bhojan@99,bannerghatta road,989,4,6,1,29,264,0.109848485,0
Rooftop Cafe,basavanagudi,1410,17,2,0,163,258,0.631782946,1
Padosi Apke Apne,bannerghatta road,2131,18,4,0,71,231,0.307359307,1
Sai Foods,brookefield,675,2,0,0,54,115,0.469565217,0
The Happy Vegetarian,malleshwaram,1654,21,5,1,171,231,0.74025974,0
Sri Krishna Foodline,brigade road,282,17,4,0,209,212,0.985849057,1
Delicious Cakes,marathahalli,2329,0,6,1,22,251,0.087649402,0
Homey Bake & Juice,indiranagar,36,11,1,0,10,176,0.056818182,0
VRS Food Zone,indiranagar,1893,20,1,0,51,105,0.485714286,1
Madurai Idly Shop,sarjapur road,1977,8,5,1,65,255,0.254901961,1
Spicy World,bannerghatta road,2364,11,0,0,90,235,0.382978723,0
Night Restro,basavanagudi,1936,15,3,0,17,125,0.136,0
Sorse,brookefield,334,21,6,1,87,173,0.502890173,0
Healthy Yummy Food Restaurant,"byresandra,tavarekere,madiwala",2497,0,6,1,53,232,0.228448276,0
Cafe Imroze,brigade road,1796,19,4,0,192,297,0.646464646,1
Namana Garden,bannerghatta road,804,11,5,1,93,264,0.352272727,0
Punjabi's Food Corner,old airport road,795,2,5,1,122,226,0.539823009,0
Ella's Petscape Cafe,sarjapur road,2169,8,6,1,94,222,0.423423423,1
Special Biriyani,jayanagar,2448,23,3,0,55,142,0.387323944,0
Mummy's Kitchen,indiranagar,1135,6,5,1,162,264,0.613636364,0
Chef & Dine,bannerghatta road,1645,12,5,1,220,232,0.948275862,0
Under The Hood,"byresandra,tavarekere,madiwala",2682,17,6,1,131,236,0.555084746,1
Le Casse CroÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ»te,indiranagar,1356,11,0,0,44,110,0.4,0
Bombay Chowpaty Kulfi,kalyan nagar,1663,6,6,1,54,102,0.529411765,0
Udupi Savi Thindi,hsr,2749,12,2,0,181,262,0.690839695,0
South House,brookefield,2187,2,0,0,229,269,0.851301115,0
Thunder Fried Chicken,indiranagar,1487,22,5,1,247,281,0.879003559,0
Cream Stone,brigade road,4,3,0,0,230,230,1,0
Kava Bar - Fairfield By Marriott,rajajinagar,454,21,4,0,123,223,0.551569507,0
Cravings,bannerghatta road,554,1,2,0,34,288,0.118055556,0
The Juicy,bannerghatta road,607,6,4,0,200,212,0.943396226,0
The CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© @ Saanchi,lavelle road,703,6,1,0,59,70,0.842857143,0
Andhra Spice,bellandur,232,15,2,0,56,213,0.262910798,0
Malnad Military Hotel,"byresandra,tavarekere,madiwala",15,14,0,0,90,138,0.652173913,0
Happy Chopsticks,banashankari,1731,2,2,0,46,212,0.216981132,0
Namms Cafe,"byresandra,tavarekere,madiwala",592,15,3,0,57,91,0.626373626,0
Shyvan Restaurant,basavanagudi,1399,6,2,0,217,290,0.748275862,0
Aditya Sweets,brookefield,2617,0,4,0,107,287,0.3728223,0
Nizaam's Kaati Rolls & Kebabs,indiranagar,2594,1,3,0,23,131,0.175572519,0
Indian Highway Restaurant,brookefield,2352,23,6,1,106,215,0.493023256,0
Sri Durga Cane Fresh,"byresandra,tavarekere,madiwala",1787,10,4,0,137,187,0.732620321,1
Cafe Azzure,kalyan nagar,979,18,5,1,176,254,0.692913386,1
Koithio Kitchen,new bel road,1667,10,6,1,79,183,0.431693989,1
The Irish House,bellandur,771,2,4,0,74,218,0.339449541,0
Black Jack,new bel road,237,20,2,0,158,205,0.770731707,1
Nayi Dilli by Anand Sweets,bellandur,984,23,5,1,166,250,0.664,0
PHEW (Play Hard Eat Wild),bannerghatta road,2299,18,4,0,135,183,0.737704918,1
Nati Palace,bannerghatta road,282,17,4,0,209,212,0.985849057,1
New Punjabi Food Corner,electronic city,2369,16,0,0,103,134,0.768656716,0
The Bahubali,marathahalli,1077,20,2,0,179,204,0.87745098,1
Ram Bhog,marathahalli,2313,8,5,1,50,57,0.877192982,1
Nawab Di Biryani,whitefield,887,22,1,0,215,285,0.754385965,0
BDBD Banashri Davangere Benne Dose Hotel,rajajinagar,407,22,2,0,207,278,0.744604317,0
Hakka Chinese Restaurant,"byresandra,tavarekere,madiwala",191,22,0,0,93,95,0.978947368,0
Sri SLV Bhavan,bannerghatta road,2710,21,0,0,83,215,0.386046512,0
Dakshin - ITC Windsor,malleshwaram,2458,9,4,0,19,92,0.206521739,1
The Globe Grub,"byresandra,tavarekere,madiwala",2725,12,1,0,96,249,0.385542169,0
Sunny's Kitchen,koramangala 6th block,407,22,2,0,207,278,0.744604317,0
Grand Village,banashankari,2353,0,0,0,154,208,0.740384615,0
Berakah,kalyan nagar,1107,2,4,0,130,210,0.619047619,0
20 Char - Sterlings MAC Hotel,indiranagar,2182,21,6,1,70,108,0.648148148,0
Body Temple,"byresandra,tavarekere,madiwala",1997,4,6,1,94,175,0.537142857,0
Wokanaka - The Casual Chinese Pitstop,kalyan nagar,357,20,0,0,171,220,0.777272727,1
Meat And Eat (ME),old airport road,330,17,6,1,154,299,0.515050167,1
NV Patisserie,koramangala 4th block,1840,15,6,1,35,128,0.2734375,0
Dalma,"byresandra,tavarekere,madiwala",1372,3,1,0,94,190,0.494736842,0
Indy's Comfort Food,brigade road,2464,15,4,0,166,271,0.612546125,0
Mecaf Family Restaurant,basavanagudi,1332,11,6,1,182,264,0.689393939,0
Based On A True Story- Bistro,kalyan nagar,2149,12,5,1,47,179,0.262569832,0
Brooks and Bonds Brewery,"byresandra,tavarekere,madiwala",2736,23,1,0,170,236,0.720338983,0
Shuddh Desi Khana,bannerghatta road,20,19,0,0,210,282,0.744680851,1
Shri Lakshami Venkateshwara Iyengar's Bakery,jp nagar,531,2,1,0,134,277,0.483754513,0
Ober Cafe,"byresandra,tavarekere,madiwala",2690,1,0,0,129,290,0.444827586,0
Srushti Veg,rajajinagar,1659,2,6,1,155,276,0.561594203,0
Sri Ganesh Sweets,basavanagudi,2339,10,6,1,83,84,0.988095238,1
A1 Garam Masala,jp nagar,524,19,0,0,27,157,0.171974522,1
Bawarchi Biryani,"byresandra,tavarekere,madiwala",1975,6,5,1,215,219,0.98173516,0
Sagar Restaurant & Chats,rajajinagar,207,14,1,0,93,94,0.989361702,0
Tuffreys,indiranagar,226,9,2,0,142,195,0.728205128,1
Pepper Crown Restaurant,bannerghatta road,2182,21,6,1,70,108,0.648148148,0
Ganesh Food Joint,kalyan nagar,1752,23,2,0,98,219,0.447488584,0
Hyderabad Chefs,brookefield,279,14,4,0,99,130,0.761538462,0
C Kosila Kitchen,"byresandra,tavarekere,madiwala",226,9,2,0,142,195,0.728205128,1
RawStraw,kammanahalli,2071,6,2,0,180,298,0.604026846,0
Al Khansah,bellandur,1063,6,2,0,163,291,0.560137457,0
Big Wong XL,"byresandra,tavarekere,madiwala",1263,14,3,0,179,286,0.625874126,0
Rusbury Fresh Sweets And Savouries,hsr,2279,22,3,0,41,253,0.162055336,0
99 Variety Dosa and Pav Bhaji,"byresandra,tavarekere,madiwala",2392,15,1,0,186,275,0.676363636,0
Kolkata Spicy Restaurant,marathahalli,1133,4,5,1,66,67,0.985074627,0
Luqma Restaurant,frazer town,1790,13,4,0,77,176,0.4375,0
Aastha Bengali Mess,malleshwaram,74,1,3,0,143,217,0.658986175,0
Hotel Empark,basavanagudi,2024,7,0,0,223,288,0.774305556,1
Big Apple Restaurant,electronic city,480,23,5,1,177,298,0.593959732,0
Cake Genie,indiranagar,1654,21,5,1,171,231,0.74025974,0
SLV Restaurant,jayanagar,594,17,3,0,85,175,0.485714286,1
Bhagatram Sweets,lavelle road,893,4,2,0,226,231,0.978354978,0
Aroma Of Asia,mg road,759,14,3,0,13,299,0.043478261,0
Ambika Biryani Corner,rajajinagar,2508,11,6,1,57,225,0.253333333,0
Momo Shop,malleshwaram,1338,17,6,1,51,118,0.43220339,1
Basmati's Briyani Nation,"byresandra,tavarekere,madiwala",2368,15,0,0,121,246,0.491869919,0
Delicacy,marathahalli,1952,7,4,0,10,165,0.060606061,1
TRP -That Roll Place,bellandur,2032,15,0,0,27,88,0.306818182,0
Andhra Express,marathahalli,1519,6,0,0,107,253,0.422924901,0
Little Kolkata,koramangala 6th block,922,9,3,0,151,202,0.747524752,1
Cafe D'Costa,frazer town,1125,20,4,0,191,236,0.809322034,1
Jimi's Beer Cafe,indiranagar,121,0,5,1,114,194,0.587628866,0
Food Zone,brookefield,2227,18,1,0,248,256,0.96875,1
The Fiery Indian Kitchen,lavelle road,2621,4,4,0,130,161,0.807453416,0
Cafe Talkhouse,hsr,1119,14,4,0,58,65,0.892307692,0
Grigliato,bellandur,867,2,1,0,112,252,0.444444444,0
Dakshin,lavelle road,694,21,0,0,79,280,0.282142857,0
Afoozoo - Ginger Hotel,brookefield,1233,8,2,0,31,67,0.462686567,1
South Saviruchi,new bel road,3,2,0,0,105,215,0.488372093,0
Sandwich Hub,"byresandra,tavarekere,madiwala",1986,17,5,1,25,77,0.324675325,1
Mavalli Tiffin Room (MTR),whitefield,2148,11,5,1,26,284,0.091549296,0
New Punjabi Tasty Khana,whitefield,2132,19,4,0,39,255,0.152941176,1
Taiki,indiranagar,1683,2,0,0,24,114,0.210526316,0
Om Sai Baba Mess,"byresandra,tavarekere,madiwala",1990,21,5,1,122,296,0.412162162,0
MDP Coffee House,brigade road,1530,17,0,0,25,51,0.490196078,1
BOX8- Desi Meals,jayanagar,1077,20,2,0,179,204,0.87745098,1
Golkonda Chimney,marathahalli,1821,20,5,1,16,86,0.186046512,1
Bengaluru Baking Company - JW Marriott Bengaluru,brigade road,335,22,6,1,182,210,0.866666667,0
Navaneetha,koramangala 7th block,334,21,6,1,87,173,0.502890173,0
Hotel Kakatiya,kalyan nagar,1802,1,5,1,16,296,0.054054054,0
La Boulangerie - Le Meridien,lavelle road,502,21,6,1,50,96,0.520833333,0
Samavar,koramangala 4th block,2415,14,2,0,163,195,0.835897436,0
Bake The Cake,"byresandra,tavarekere,madiwala",1104,23,3,0,62,286,0.216783217,0
Refills Eatery And Beverages,"byresandra,tavarekere,madiwala",2248,15,2,0,64,244,0.262295082,0
Basveshwara Khaanavali,bannerghatta road,1313,16,5,1,136,178,0.764044944,0
Feaster,hsr,701,4,1,0,41,230,0.17826087,0
Desi Khana,brookefield,135,14,5,1,57,290,0.196551724,0
House Stark Cafe,"byresandra,tavarekere,madiwala",2391,14,1,0,23,159,0.144654088,0
Silver Star,lavelle road,2364,11,0,0,90,235,0.382978723,0
Panchavati Gaurav Thali,brigade road,215,22,1,0,47,140,0.335714286,0
Rajsi Rasoi,hsr,2239,6,2,0,144,273,0.527472527,0
Biryani Junction,"byresandra,tavarekere,madiwala",1435,18,3,0,101,137,0.737226277,1
Ram Prasad Veg,brigade road,1090,9,3,0,112,239,0.468619247,1
Mayur,"byresandra,tavarekere,madiwala",846,5,0,0,48,96,0.5,0
Homely Curries & Pickles,koramangala 4th block,806,13,5,1,37,206,0.17961165,0
Parvas Biriyani Park,brookefield,2705,16,0,0,105,126,0.833333333,0
Al-Madina Restaurant,basavanagudi,2635,18,4,0,20,233,0.08583691,1
Hotel Ivy Dew Drops,electronic city,244,3,3,0,204,292,0.698630137,0
Mad Over Fries,new bel road,2033,16,0,0,80,177,0.451977401,0
LayerBite,bannerghatta road,654,5,6,1,115,237,0.485232068,0
Spice It,lavelle road,277,12,4,0,85,89,0.95505618,0
A3 Nuwang Kitchen,indiranagar,557,4,2,0,125,158,0.791139241,0
Treatley,whitefield,127,6,5,1,108,185,0.583783784,0
Black Kitchen,"byresandra,tavarekere,madiwala",1451,10,4,0,76,211,0.360189573,1
Cakea,electronic city,1547,10,1,0,74,259,0.285714286,1
Ideal Kitchen,brigade road,809,16,5,1,134,268,0.5,0
Owl's Kitchen,bannerghatta road,1153,0,6,1,88,129,0.682170543,0
Rusbury Fresh Sweets And Savouries,hsr,1482,17,5,1,156,162,0.962962963,1
Shree Cool Point,banashankari,65,16,2,0,26,258,0.100775194,0
Aata's Kitchen,"byresandra,tavarekere,madiwala",490,9,6,1,132,194,0.680412371,1
Owly,"byresandra,tavarekere,madiwala",1981,12,5,1,94,164,0.573170732,0
Atithi Point Ande Ka Funda,banashankari,1,0,0,0,112,191,0.586387435,0
Venessa,"byresandra,tavarekere,madiwala",803,10,5,1,39,235,0.165957447,1
The Cake Shop Mayura,jayanagar,162,17,6,1,127,241,0.526970954,1
Sanman,malleshwaram,1301,4,5,1,20,161,0.124223602,0
Rim Naam - The Oberoi,brigade road,1123,18,4,0,20,233,0.08583691,1
Pallavi Bar & Restaurant,banashankari,218,1,2,0,189,207,0.913043478,0
Sri Rama Vilas Sweets,church street,1775,22,3,0,93,110,0.845454545,0
Maestros Cafe,kalyan nagar,642,17,5,1,133,223,0.596412556,1
Juice Land,bannerghatta road,2202,17,0,0,88,294,0.299319728,1
My Space - WelcomeHotel Bengaluru,brigade road,274,9,4,0,20,180,0.111111111,1
Yummerica Fries,jp nagar,2100,11,3,0,158,243,0.650205761,0
Matsya Lunch Home,malleshwaram,722,1,2,0,144,197,0.730964467,0
Midnight Express,"byresandra,tavarekere,madiwala",2192,7,0,0,180,193,0.932642487,1
Sri Annapoorna Bajji Center,"byresandra,tavarekere,madiwala",199,6,1,0,138,249,0.554216867,0
Swadisht North Indian Restaurant,hsr,1827,2,6,1,15,51,0.294117647,0
Udupas Veg Restaurant,frazer town,1780,3,4,0,68,210,0.323809524,0
Talk To The Hand,lavelle road,1299,2,5,1,104,161,0.645962733,0
Oogway Express,sarjapur road,577,0,3,0,219,224,0.977678571,0
PORKEATS,koramangala 4th block,50,1,2,0,145,262,0.553435115,0
Naati Biriyani,"byresandra,tavarekere,madiwala",1607,22,3,0,50,106,0.471698113,0
PagalKhana,koramangala 6th block,1530,17,0,0,25,51,0.490196078,1
Nandhi Andhra Style Family Restaurant,basavanagudi,992,7,6,1,202,249,0.81124498,1
Masala Kitchen,lavelle road,2329,0,6,1,22,251,0.087649402,0
Biryani Treat,malleshwaram,528,23,0,0,32,119,0.268907563,0
Choconut Cafe,electronic city,2473,0,5,1,87,115,0.756521739,0
The Flying Trapeze,koramangala 7th block,1611,2,4,0,143,206,0.694174757,0
Ambur Biryani,hsr,887,22,1,0,215,285,0.754385965,0
The Mylapore Cafe,koramangala 4th block,729,8,2,0,172,293,0.587030717,1
Biriyani Paradise,electronic city,2696,7,0,0,135,237,0.569620253,1
Little Kolkata,koramangala 6th block,344,7,0,0,63,214,0.294392523,1
Shree Durgamba Juice Centre,"byresandra,tavarekere,madiwala",1627,18,4,0,97,268,0.361940299,1
Pin Me Down,basavanagudi,1710,5,1,0,83,186,0.446236559,0
NV Patisserie,koramangala 4th block,1022,13,0,0,111,192,0.578125,0
Food 4 U,electronic city,1091,10,3,0,70,259,0.27027027,1
Iyengar Bakery,basavanagudi,2096,7,3,0,61,195,0.312820513,1
Dalma,"byresandra,tavarekere,madiwala",23,22,0,0,117,271,0.431734317,0
Karibu - The Zuri,whitefield,2167,6,6,1,138,150,0.92,0
Hotel Paradise,"byresandra,tavarekere,madiwala",654,5,6,1,115,237,0.485232068,0
Kulhad Junction,electronic city,1213,12,1,0,165,292,0.565068493,0
Borah's Kitchen,"byresandra,tavarekere,madiwala",1267,18,3,0,21,246,0.085365854,1
Maashpacheez,marathahalli,996,11,6,1,120,181,0.662983425,0
Amande Patisserie,banashankari,1860,11,0,0,81,178,0.45505618,0
Cream Chemistry,hsr,2310,5,5,1,213,279,0.76344086,0
Ice N Spice,brigade road,2186,1,0,0,89,176,0.505681818,0
Ziyan's Cafe 27th,hsr,2599,6,3,0,128,176,0.727272727,0
North Met South,bellandur,2457,8,4,0,34,108,0.314814815,1
Hotel Mirchi Red,"byresandra,tavarekere,madiwala",1428,11,3,0,87,240,0.3625,0
The Bangalore Cafe,brigade road,666,17,6,1,139,217,0.640552995,1
Indian Tadka,brookefield,990,5,6,1,55,266,0.206766917,0
The Lobby Brew - Conrad Bengaluru,indiranagar,1173,20,6,1,147,291,0.505154639,1
Rasapoorna,kalyan nagar,2234,1,2,0,106,164,0.646341463,0
Caramel Whitefield,whitefield,1523,10,0,0,89,251,0.354581673,1
Biryani Foodies,"byresandra,tavarekere,madiwala",1066,9,2,0,20,163,0.122699387,1
Inhouse Burger,bellandur,593,16,3,0,51,113,0.451327434,0
Mughal Restaurant,whitefield,2261,4,3,0,128,149,0.859060403,0
Food Corner,frazer town,144,23,5,1,141,226,0.623893805,0
Hayaat,kalyan nagar,1644,11,5,1,160,220,0.727272727,0
NTR Cafe,frazer town,1676,19,6,1,39,282,0.138297872,1
Taza Khaana,"byresandra,tavarekere,madiwala",2131,18,4,0,71,231,0.307359307,1
Brew Cafe,"byresandra,tavarekere,madiwala",60,11,2,0,124,250,0.496,0
Uma's Home Food,marathahalli,2086,21,2,0,155,218,0.711009174,0
Harshi Super Sandwich,banashankari,2342,13,6,1,185,236,0.783898305,0
Berry'd Alive,"byresandra,tavarekere,madiwala",774,5,4,0,190,221,0.859728507,0
Healthie,jp nagar,707,10,1,0,96,106,0.905660377,1
Chats Point,banashankari,2705,16,0,0,105,126,0.833333333,0
Namana Restaurant,rajajinagar,847,6,0,0,69,289,0.238754325,0
Royal Paris,koramangala 4th block,2782,21,3,0,27,57,0.473684211,0
Bismilla Vaniyambadi Biriyani,indiranagar,2351,22,6,1,129,135,0.955555556,0
Kolkatta Famous Chat,indiranagar,221,4,2,0,34,264,0.128787879,0
De Grand Restaurant,kalyan nagar,1195,18,0,0,80,140,0.571428571,1
Bob's Bar,"byresandra,tavarekere,madiwala",1516,3,0,0,46,239,0.192468619,0
Shakthi Bar and Restaurant,malleshwaram,32,7,1,0,61,159,0.383647799,1
Green Hyderabad Biryani House,brookefield,232,15,2,0,56,213,0.262910798,0
Yummy Punjabi,bellandur,1835,10,6,1,192,217,0.884792627,1
Kobe Sizzlers,kalyan nagar,686,13,0,0,189,264,0.715909091,0
Thanima Garden Restaurant,electronic city,2369,16,0,0,103,134,0.768656716,0
Bene - Sheraton Grand Bangalore Hotel at Brigade...,malleshwaram,2148,11,5,1,26,284,0.091549296,0
Al Noor,brigade road,1508,19,6,1,196,246,0.796747967,1
Nandi Mess - Feel Like Mom's,brookefield,1288,15,4,0,12,181,0.066298343,0
Tibetan Kitchen,"byresandra,tavarekere,madiwala",1082,1,3,0,81,171,0.473684211,0
Devi's Cakes N Bakes,bellandur,1359,14,0,0,120,177,0.677966102,0
Village - The Soul of India,bellandur,923,10,3,0,70,180,0.388888889,1
Damodar Seth,brookefield,1737,8,2,0,65,160,0.40625,1
Armaani Caffe,bannerghatta road,2784,23,3,0,121,267,0.453183521,0
The London Curry House - The Royale Senate Hotel,malleshwaram,1833,8,6,1,135,279,0.483870968,1
Navi's Kitchen,hsr,276,11,4,0,117,143,0.818181818,0
New Kudla Family Resturant,brigade road,1017,8,0,0,29,105,0.276190476,1
Sriji's Mithai,electronic city,1780,3,4,0,68,210,0.323809524,0
Mel's Korner,lavelle road,517,12,0,0,12,61,0.196721311,0
Gyani Da Punjabi Dhaba,"byresandra,tavarekere,madiwala",1049,16,1,0,165,284,0.580985915,0
Messy Eats,malleshwaram,1072,15,2,0,143,297,0.481481481,0
Oil Pump,koramangala 4th block,1091,10,3,0,70,259,0.27027027,1
Swathi Delux,rajajinagar,230,13,2,0,121,210,0.576190476,0
Sri Lakshmi Vaibhav,brookefield,2783,22,3,0,66,108,0.611111111,0
Desi Chinese,marathahalli,2190,5,0,0,83,235,0.353191489,0
Mudde Madappa Mess,lavelle road,2750,13,2,0,62,299,0.20735786,0
Mudpipe Cafe,bannerghatta road,1101,20,3,0,126,142,0.887323944,1
Pingara,"byresandra,tavarekere,madiwala",2709,20,0,0,36,240,0.15,1
Papanna's Biriyani,kalyan nagar,2107,18,3,0,188,234,0.803418803,1
Bhanu Hindi Military Hotel,rajajinagar,945,8,4,0,106,258,0.410852713,1
Danny Lambas Punjabi Dhaba,brigade road,2675,10,6,1,198,276,0.717391304,1
Black Rock Cafe,marathahalli,775,6,4,0,115,170,0.676470588,0
99 Pancakes,brigade road,1482,17,5,1,156,162,0.962962963,1
Aubree,residency road,522,17,0,0,23,203,0.113300493,1
Karibu - The Zuri,whitefield,1396,3,2,0,10,103,0.097087379,0
Cuppa,electronic city,1300,3,5,1,131,196,0.668367347,0
Burj Hotel,bannerghatta road,224,7,2,0,130,133,0.977443609,1
Adi's Cake N Cafe,"byresandra,tavarekere,madiwala",802,9,5,1,191,194,0.984536082,1
Halli Mane Badoota Hotel,electronic city,729,8,2,0,172,293,0.587030717,1
The Spicy Kitchen,old airport road,298,9,5,1,171,298,0.573825503,1
Biriyummy,kalyan nagar,1646,13,5,1,34,88,0.386363636,0
Jetlag,malleshwaram,416,7,3,0,49,183,0.267759563,1
Cafe Beirut,kammanahalli,92,19,3,0,203,298,0.681208054,1
I-Scream'd,sarjapur road,2147,10,5,1,131,207,0.632850242,1
"3B's - Buddies, Bar & Barbecues","byresandra,tavarekere,madiwala",2515,18,6,1,88,228,0.385964912,1
Spices The Food Joint,malleshwaram,1920,23,2,0,104,162,0.641975309,0
Five Satr Chiken,bellandur,1049,16,1,0,165,284,0.580985915,0
S.M.S.Evening Fast Food,brookefield,3,2,0,0,105,215,0.488372093,0
The Village Restaurant,whitefield,837,20,6,1,82,91,0.901098901,1
New Tasty Cafeteria,"byresandra,tavarekere,madiwala",200,7,1,0,98,238,0.411764706,1
Mahesh Friends Food Center,bannerghatta road,1187,10,0,0,171,262,0.652671756,1
Thrupthi Restaurant,bannerghatta road,375,14,1,0,53,114,0.464912281,0
Maa Biryani Hyderabadi,electronic city,2285,4,4,0,10,112,0.089285714,0
Snack'Ups,old airport road,871,6,1,0,119,274,0.434306569,0
Ishta Upahar,brigade road,2554,9,1,0,28,265,0.105660377,1
Hasee-E-Shan Makers Of Biryani,brookefield,272,7,4,0,60,142,0.422535211,1
Udupi Ruchi,malleshwaram,2224,15,1,0,93,187,0.497326203,0
Jerry Mama's,indiranagar,2454,5,4,0,71,161,0.440993789,0
StikSnax,malleshwaram,2479,6,5,1,170,231,0.735930736,0
BBQ@52,church street,303,14,5,1,138,156,0.884615385,0
Pensiri Cafe,"byresandra,tavarekere,madiwala",1840,15,6,1,35,128,0.2734375,0
Pimento,electronic city,506,1,0,0,223,295,0.755932203,0
Carbon Cup,malleshwaram,558,5,2,0,57,212,0.268867925,0
Boston Barista - Kappayum Curriyum,jayanagar,204,11,1,0,131,238,0.550420168,0
Baba Ka Dhaba,bannerghatta road,379,18,1,0,72,158,0.455696203,1
Kerala Mess,kalyan nagar,1351,6,0,0,92,217,0.423963134,0
Status Bar& Restaurant,lavelle road,374,13,1,0,137,279,0.491039427,0
Le Roll Cafe,kalyan nagar,1407,14,2,0,98,236,0.415254237,0
Praja Thindi,lavelle road,1391,22,1,0,31,88,0.352272727,0
Sagar Deluxe,banashankari,1872,23,0,0,200,206,0.970873786,0
Hyderabad Biryaani Palace,bellandur,937,0,4,0,36,139,0.258992806,0
Bajji House,"byresandra,tavarekere,madiwala",516,11,0,0,243,299,0.81270903,0
Grub by 3G's,malleshwaram,93,20,3,0,72,206,0.349514563,1
Venkateshwara Sweets and Restaurant,bannerghatta road,2574,5,2,0,18,241,0.074688797,0
Ice Cream Buggy,hsr,1643,10,5,1,156,203,0.768472906,1
Luqma Restaurant,frazer town,1275,2,4,0,38,164,0.231707317,0
Pan Asian,"byresandra,tavarekere,madiwala",1536,23,0,0,55,121,0.454545455,0
Kim Lee Restaurant,malleshwaram,2383,6,1,0,51,220,0.231818182,0
The Lemon Grass Kitchen,electronic city,2141,4,5,1,107,124,0.862903226,0
Punjab Mail,malleshwaram,1995,2,6,1,139,167,0.832335329,0
Enerjuvate Studio & Cafe,basavanagudi,1657,0,6,1,113,196,0.576530612,0
Thottathil Restaurant,"byresandra,tavarekere,madiwala",2303,22,4,0,83,236,0.351694915,0
Biryani Joint,kalyan nagar,902,13,2,0,160,167,0.958083832,0
